,b1-nummer,Naam,District,Verkiezingdatum,Vermogen,margin,Sterfdatum,Vermogen_deflated
791,,G.P. Ittmann,Rotterdam,14/06/1881,389389.18,-0.021909233176839,03/05/1911,361462.700914635
792,,M.L. van Deventer,Rotterdam,12/02/1884,417.56,-0.167957405614714,22/01/1892,397.294982472219
793,,R.F. baron van Raders,Den Haag,23/05/1854,10000,-0.200897867564534,14/11/1868,5925.90064672931
794,,jhr.mr. J.K.J. de Jonge,Den Haag,10/06/1873,335043.96,-0.13386978785662,15/03/1880,246014.270265368
795,,L. Mulder,Den Haag,12/06/1877,84414.27,-0.1390625,14/05/1907,77531.5075242917
796,,jhr. G.J.G. Klerck,Den Haag,12/06/1883,221790.82,-0.110795454545455,17/01/1884,189424.060528375
797,,J. Canter Visscher,Den Haag,01/09/1887,,-0.067991631799163,,
798,,A. Vogelsang,Dordrecht,27/08/1850,10000,-0.031429666538904,30/06/1877,7007.42293939852
799,,A. Vogelsang,Dordrecht,22/06/1852,10000,-0.121354656632173,30/06/1877,7007.42293939852
800,,A. Vogelsang,Dordrecht,10/06/1856,10000,-0.20666013712047,30/06/1877,7007.42293939852
801,,jhr.mr. H.J. van der Heim,Dordrecht,13/02/1860,1831.31,-0.199440820130475,13/02/1890,1738.24342619088
802,,G.A. Loeff,Dordrecht,22/04/1879,239838.59,-0.113702623906706,14/02/1919,126404.160697524
803,,G.A. Loeff,Dordrecht,06/05/1879,239838.59,-0.132890365448505,14/02/1919,126404.160697524
804,,I. Esser,Dordrecht,14/06/1881,8512.66,-0.0423402617398,11/10/1885,7480.01336733174
805,,mr. P.L. Begram van Jaarsveld,Gorinchem,27/08/1850,,-0.198505869797225,,
806,,jhr. B. van Merlen,Gorinchem,25/01/1859,24020.65,-0.203181118522319,19/12/1890,22799.9284421163
807,,jhr. G.J.G. Klerck,Gorinchem,10/06/1879,221790.82,-0.147455867082035,17/01/1884,189424.060528375
808,,J.A.A. Waldorp,Gorinchem,23/09/1880, ,-0.151291512915129,15/08/1893,
809,,jhr.mr. J.G.H. van Tets van Goudriaan,Middelburg,10/06/1862,,-0.107438016528926,14/03/1885,
810,,jhr.mr. H.J. van der Heim,Middelburg,22/01/1868,1831.31,-0.080789946140036,13/02/1890,1738.24342619088
811,,J. Wolbers,Middelburg,12/06/1877,113321.95,-0.174081237911025,22/09/1889,107504.220182681
812,,mr. W.J. Snouck Hurgronje,Middelburg,12/06/1883,1522778.9,-0.141552511415525,07/01/1912,1357697.84969203
813,,mr. C.J. PickÃÂ©,Goes,14/06/1864,,,18/03/1887,
814,,O. Verhagen,Goes,14/06/1864,,-0.100877192982456,08/11/1870,
815,,mr. C.J. PickÃÂ©,Goes,22/01/1868,,,18/03/1887,
816,,mr. M.J. de Witt Hamer,Goes,08/06/1875,166828.96,-0.1504,08/12/1925,99876.2868782144
817,,mr. W.A. van Hoek,Goes,10/06/1879,6699.65,-0.08601521357519,24/01/1903,6521.6835139132
818,,mr. W.A. van Hoek,Goes,24/06/1879,6699.65,-0.147855530474041,24/01/1903,6521.6835139132
819,,mr. L.A. Bijbau,Goes,15/06/1886,107430.35,-0.00602828657547,16/01/1927,66245.3137293997
820,,mr. L.A. Bijbau,Goes,29/06/1886,107430.35,-0.095733823229231,16/01/1927,66245.3137293997
821,,C. Goekoop,Zierikzee,12/02/1863,71015.22,-0.204608294930876,19/08/1885,62400.5651446204
822,,W.F. del Campo,Zierikzee,12/02/1863,,-0.206451612903226,10/08/1879,
823,,mr. L. van Rijckevorsel,Zevenbergen,14/06/1881,,-0.009287925696594,,
824,,C.N. Tieleman,Zevenbergen,14/06/1881,393.6,-0.155417956656347,18/03/1911,365.371526450736
825,,mr. L. van Rijckevorsel,Zevenbergen,28/06/1881,,-0.031773541305604,,
826,,jhr. L.L.G.M. de Villers de PitÃÂ©,Maastricht,27/08/1850,,,,
827,,A. Roberti,Maastricht,27/08/1850,17596.58,-0.098837209302326,,
828,,mr. L.H. Wenmaekers,Maastricht,22/01/1868,,-0.091899925687392,,
829,,A.L.E. Roberti,Maastricht,03/02/1880,17596.58,-0.069035532994924,03/06/1900,17596.58
830,,mr. J.B.H. van de Mortel,Den Bosch,27/08/1850,,-0.079400333148251,,
831,,jhr.mr. W.H. de Savornin Lohman,Appingedam,06/03/1888,,-0.152181042964907,15/07/1932,
832,,jhr.mr. W.H. de Savornin Lohman,Appingedam,09/06/1891,,-0.182718271827183,15/07/1932,
833,,P. Dijkhuis,Winschoten,06/03/1888,,-0.19284853354761,16/01/1932,
834,,dr. V. Bruinsma,Wolvega,06/03/1888,,-0.113055818353832,28/08/1916,
835,,A. Wiersinga,Steenwijk,10/04/1894,7620.5,-0.093108169785486,16/08/1899,7570.8124577365
836,,B. Berends,Meppel,09/06/1891,85138.85,-0.183282980866062,14/10/1918,54123.2933713998
837,,mr. T. Ruijs,Kampen,06/03/1888,,-0.176470588235294,14/01/1917,
838,,jhr. G.J. van der Wijck,Ommen,06/03/1888,,-0.147905098435134,18/12/1928,
839,,W.H. Dikkers,Almelo,09/06/1891,,-0.135288065843621,01/12/1926,
840,,W.H. Dikkers,Almelo,23/07/1891,,-0.131797235023041,01/12/1926,
841,,mr. R.E. Hattink,Enschede,10/04/1894,123276.72,-0.030490956072352,23/01/1909,114203.553462024
842,,mr. R.E. Hattink,Enschede,24/04/1894,123276.72,-0.063355296502788,23/01/1909,114203.553462024
843,,jhr.mr. J.G. ridder van Rappard,Lochem,06/03/1888,550000,-0.022783035401332,06/10/1913,501285.549657409
844,,jhr.mr. J.G. ridder van Rappard,Lochem,30/10/1888,550000,-0.003436426116838,06/10/1913,501285.549657409
845,,mr. R. baron van Melvil van Lynden,Arnhem,06/03/1888,,-0.109188773548635,,
846,,mr. J.F. Bijleveld,Arnhem,10/04/1894,324737.86,-0.117177656446871,01/03/1905,295200.786783691
847,,jhr.mr. J.G. ridder van Rappard,Elst,06/03/1888,550000,-0.141732283464567,06/10/1913,501285.549657409
848,,A.D. Sipman,Elst,09/06/1891,13922.27,-0.062103034580099,19/03/1896,14916.7178500261
849,,E.D. de Meester,Elst,10/04/1894,91573.89,-0.195325542570952,18/07/1920,44815.6073863706
850,,E.D. de Meester,Elst,12/06/1894,91573.89,-0.118571428571429,18/07/1920,44815.6073863706
851,,E.D. de Meester,Elst,26/06/1894,91573.89,-0.007724719101124,18/07/1920,44815.6073863706
852,,mr. W.H.J. Rooijaards,Amersfoort,09/06/1891,,-0.090056285178236,01/12/1929,
853,,mr. W.H.J. Rooijaards,Amersfoort,23/06/1891,,-0.189941625505164,01/12/1929,
854,,jhr.mr. G.W. Mollerus,Apeldoorn,10/04/1894,101398.46,-0.116182572614108,13/11/1919,53440.8880252398
855,,jhr.mr. G.W. Mollerus,Apeldoorn,24/04/1894,101398.46,-0.165449076063601,13/11/1919,53440.8880252398
856,,H.A. van Beuningen,Utrecht,09/06/1891,,-0.023172650550708,,
857,,A.N.J. Fabius,Hilversum,26/01/1897,-1000,-0.052872394509405,18/07/1921,-450.098537454525
858,,A. Goede,Alkmaar,09/06/1891,,-0.094944150499706,,
859,,A. Goede,Alkmaar,23/06/1891,,-0.180757323172184,,
860,,H.W. van Marle,Den Helder,06/03/1888,88417.66,-0.036,14/12/1927,54521.4236565309
861,,D.C. Loman,Den Helder,06/03/1888,27504.35,-0.133454545454545,13/02/1903,26773.7368304163
862,,J.J. Kraakman,Den Helder,30/10/1894,9906.75,-0.144647519582245,15/05/1895,10343.8475233349
863,,H. van Calcar,Den Helder,30/10/1894,30482.17,-0.157702349869452,18/11/1915,26473.764652476
864,,J.J. Stooker,Den Helder,30/10/1894,105489.13,-0.180156657963446,21/05/1915,91617.3094308719
865,,J.J. Kraakman,Den Helder,13/11/1894,9906.75,-0.111209570225964,15/05/1895,10343.8475233349
866,,H. Waller,Amsterdam,06/03/1888,,-0.003306755441285,,
867,,mr. L.M. Povel,Amsterdam,06/03/1888,97576.4,-0.004740921284359,,
868,,mr. J.F. Farensbach,Amsterdam,06/03/1888,,-0.005417134194824,,
869,,dr. J.A.J. van Nederhasselt,Amsterdam,06/03/1888,355024.25,-0.00589271250548,11/03/1905,322732.42771043
870,,P.J. Raaymakers,Amsterdam,06/03/1888,,-0.017811893916313,18/10/1933,
871,,dr. V. Bruinsma,Amsterdam,06/03/1888,,-0.022389335156384,28/08/1916,
872,,mr. W. Heineken,Amsterdam,10/04/1894,,-0.013138801677968,21/04/1939,
873,,E.J.J. Kuinders,Amsterdam,10/04/1894,0,-0.02262353903385,21/01/1916,0
874,,J.J.H. Kervel,Beverwijk,09/06/1891,,-0.053745381256298,18/02/1895,
875,,H. Waller,Beverwijk,20/06/1893,,-0.182135922330097,,
876,,H.F. Bultman,Haarlemmermeer,06/03/1888,,-0.102809706257982,19/02/1907,
877,,H.F. Bultman,Haarlemmermeer,20/03/1888,,-0.187711006076975,19/02/1907,
878,,jhr. J.B. van Merlen,Haarlemmermeer,09/06/1891,20718.66,-0.098059964726631,23/02/1909,19193.7666330797
879,,jhr. J.B. van Merlen,Haarlemmermeer,23/06/1891,20718.66,-0.08245382585752,23/02/1909,19193.7666330797
880,,mr. J. Maschek,Katwijk,06/03/1888,,-0.004261363636364,23/05/1920,
881,,jhr.mr. H.A.C. de la Bassecour Caan,Katwijk,06/03/1888,411807.55,-0.182102272727273,03/04/1905,374350.908032295
882,,mr. J. Maschek,Katwijk,20/03/1888,,-0.079295154185022,23/05/1920,
883,,A. op de Laak,Katwijk,09/06/1891,0,-0.00384047267356,28/01/1911,0
884,,A. op de Laak,Katwijk,23/06/1891,0,-0.152522255192878,28/01/1911,0
885,,mr. J. Fortuijn Droogleever,Gouda,15/05/1888,42472.22,-0.138473642800944,16/12/1897,43777.7391889892
886,,P. van der Breggen,Gouda,24/11/1891,,-0.102459016393443,,
887,,A.J.T. Hofman,Bodegraven,06/03/1888,,-0.083902161547213,10/01/1906,
888,,J.J. Duynstee,Bodegraven,10/04/1894,40000,-0.071903087143415,04/04/1919,21081.5383291777
889,,L.W. Jansen,Schiedam,06/03/1888,379239.74,-0.165084605860503,01/06/1893,382988.039555555
890,,L.W. Jansen,Schiedam,20/03/1888,379239.74,-0.09255450431921,01/06/1893,382988.039555555
891,,jhr.mr. W. Six,Schiedam,20/11/1888,93740.2,-0.056808688387636,15/02/1908,81405.2231837073
892,,S.A. Maas,Schiedam,10/04/1894,516592.11,-0.068249258160237,07/04/1898,527153.386625848
893,,S.A. Maas,Schiedam,24/04/1894,516592.11,-0.059990978800181,07/04/1898,527153.386625848
894,,P.C. Evers,Den Haag,06/03/1888,533694.54,-0.015770097258091,06/02/1912,475837.910119702
895,,C.A. Steger,Den Haag,09/06/1891,76141.68,-0.042811980924825,24/05/1904,68762.6590166043
896,,mr. A.J.W. van Roijen,Den Haag,11/05/1894,79719.55,-0.169282733955891,28/03/1897,82169.9847138572
897,,J.J. van Tienhoven van den Boogaard,Gorinchem,06/03/1888,455960.26,-0.0810461737165,09/07/1897,469975.65332878
898,,W.F. Tak,Gorinchem,09/06/1891,15660.35,-0.126491646778043,06/12/1910,14418.5455114846
899,,K. van Wijngaarden,Sliedrecht,06/03/1888,,-0.123316796598157,,
900,,J. Lels,Sliedrecht,09/06/1891,,-0.185987721198989,02/09/1933,
901,,J.A. van Haaften,Sliedrecht,24/04/1894,219524.43,-0.034749034749035,08/04/1897,226272.213747045
902,,J.H.C. Heijse,Goes,18/03/1890,,-0.146242132543502,06/08/1913,
903,,J.H.C. Heijse,Goes,09/06/1891,,-0.135522179531959,06/08/1913,
904,,E.F.H.J. de Beaumont,Maastricht,15/05/1888,-10000,-0.146946564885496,12/12/1895,-10441.2118235899
905,,mr. G.A.A. Tripels,Maastricht,28/06/1892,18886.18,-0.085007727975271,31/03/1911,17531.6880473154
906,,G.L.D. Franquinet,Maastricht,28/06/1892,37416.23,-0.17774343122102,29/01/1900,37416.23
907,,G. Smeets,Gulpen,06/03/1888,,-0.171635777598711,14/01/1951,
908,,mr. L. Geradts,Roermond,18/06/1889,,-0.116710875331565,10/10/1893,
909,,G.A. Aalderink,Amsterdam II,15/06/1897,,-0.138049450549451,12/08/1934,
910,,T.J. Weesing,Amsterdam II,15/06/1897,,-0.160714285714286,,
911,,A.D. de Marez Oyens,Amsterdam II,15/06/1897,2874672.52,-0.17239010989011,19/07/1924,1720993.86874101
912,,W. Hovy,Amsterdam III,15/06/1897,,-0.120257695060845,,
913,,G.H. Wagenaar,Amsterdam VII,15/06/1897,,-0.19195688225539,15/11/1941,
914,,A. Harmsen jr.,Amsterdam VIII,15/06/1897,,-0.153381642512077,,
915,,H.C. van der Houven van Oordt,Apeldoorn,15/06/1897,10000,-0.059888866021815,15/04/1901,8955.45473618049
916,,J. Bouwes,Appingedam,15/06/1897,89187.51,-0.036718610066273,20/02/1906,81433.2973883086
917,,H.A. Pauwen,Doetinchem,15/06/1897,266114.47,-0.101149739939776,17/05/1918,169170.614005058
918,,H.A. Pauwen,Doetinchem,25/06/1897,266114.47,-0.01981981981982,17/05/1918,169170.614005058
919,,H. Kamstra,Franeker,15/06/1897,,-0.047541428959522,,
920,,Z. Middelkoop,Franeker,15/06/1897,146850.29,-0.134474327628362,07/04/1913,133843.506072727
921,,H. Kamstra,Franeker,25/06/1897,,-0.116069416272256,,
922,,H.A. le Bron de Vexela,Den Haag II,15/06/1897,,-0.048163082437276,16/07/1928,
923,,H.A. le Bron de Vexela,Den Haag II,25/06/1897,,-0.125026090586516,16/07/1928,
924,,J.D. baron van Wassenaer van Rosande,Den Haag III,15/06/1897,,-0.115222249813757,,
925,,H.J.G. van Hoogstraten,Den Haag III,15/06/1897,108403.94,-0.134094859697045,06/01/1905,98543.8789873532
926,,J.D. baron van Wassenaer van Rosande,Den Haag III,25/06/1897,,-0.134574593448032,,
927,,mr. L.H.W. Regout,Gulpen,15/06/1897,,-0.077224398433128,,
928,,L. Modoo,Haarlem,11/05/1900,1134.47,-0.034764207980653,06/10/1893,1145.68278428466
929,,W.A.J. van de Kamp,Haarlem,11/05/1900,,-0.145102781136638,,
930,,dr. P.J. Muller,Haarlem,11/05/1900,16127.06,-0.151753325272068,27/09/1922,8287.09131741661
931,,A. Wiersinga,Hoogezand,15/06/1897,7620.5,-0.088099756031445,16/08/1899,7570.8124577365
932,,W.C. van Munster,Leeuwarden,15/06/1897,,-0.160253164556962,18(?)/06/1913,
933,,J.F.H. Bekhuis,Leeuwarden,15/06/1897,81155.88,-0.179240506329114,22/12/1901,72678.7809914896
934,,W. Bax,Leeuwarden,27/07/1897,1200,-0.086672117743254,29/05/1918,762.847419781683
935,,W.C. van Munster,Leeuwarden,27/07/1897,,-0.147996729354047,18(?)/06/1913,
936,,W. Bax,Leeuwarden,03/08/1897,1200,-0.075644222776392,29/05/1918,762.847419781683
937,,mr. J.L.G.L.P. Haex,Maastricht,02/03/1900,98443.07,-0.152501506931887,20/01/1906,89884.1530067168
938,,W. Kroese,Sneek,15/06/1897,1308.14,-0.15161575918548,10/12/1912,1166.32747216036
939,,H.A. van Beuningen,Utrecht I,15/06/1897,,-0.172122263169304,,
940,,M.H.A. van der Valk,Veendam,15/06/1897,,-0.191731843575419,29/01/1954,
941,,A. Wiersinga,Winschoten,15/06/1897,7620.5,-0.186171455267461,16/08/1899,7570.8124577365
942,,P. Dijkhuis,Winschoten,27/07/1897,,-0.199225806451613,16/01/1932,
943,,H.W.C. de Jonge,Zutphen,15/06/1897,,-0.164206336042461,leefde in 1939 nog?,
944,,R.P.J. Tutein Nolthenius,Zutphen,14/06/1901,,-0.090148888435652,30/11/1939,
945,,R.P.J. Tutein Nolthenius,Zutphen,27/06/1901,,-0.073389355742297,30/11/1939,
946,,W.B. van Liefland,Den Haag II,14/06/1901,9845.68,-0.147742218325296,27/07/1919,5189.05200742046
947,,F.J. van Rijswijk,Rotterdam V,14/06/1901,,-0.096832908627594,03/04/1929,
948,,mr. S. Muller Hzn.,Rotterdam V,14/06/1901,515230.94,-0.162358937022206,07/08/1915,447478.071516364
949,,J.F.M. Sterck,Amsterdam I,14/06/1901,,-0.110101744186047,28/08/1941,
950,,J. Deen,Amsterdam V,14/06/1901,221271.58,-0.195958472376715,23/12/1915,192174.367284268
951,,J. Deen,Amsterdam V,27/06/1901,221271.58,-0.023150565709313,23/12/1915,192174.367284268
952,,H.W. van Marle,Amsterdam VI,14/06/1901,88417.66,-0.037282020444979,14/12/1927,54521.4236565309
953,,H.W. van Marle,Amsterdam VI,27/06/1901,88417.66,-0.108820160366552,14/12/1927,54521.4236565309
954,,A.J.C.J.S. Bergsma,Amsterdam VIII,14/06/1901,,-0.137388568432092,19/04/1902,
955,,P.H. van Outersterp,Amsterdam VIII,14/06/1901,,-0.154693235448348,,
956,,W.A.J. van de Kamp,Haarlem,14/06/1901,,-0.059009900990099,,
957,,C.S. Jaring,Den Helder,14/06/1901,2062.01,-0.104666794699443,15/11/1908,1790.6766174708
958,,J.J.B. Fanoy,Hilversum,14/06/1901,,-0.083700440528634,01-03-1946,
959,,dr. H. Gorter,Hilversum,14/06/1901,,-0.199823788546256,15/09/1927,
960,,J.A. de Bruijne,Zierikzee,14/06/1901,,-0.048502415458937,,
961,,mr. H.J. Doude van Troostwijk,Breukelen,14/06/1901,225833.34,-0.193063798219585,11/02/1925,135200.719662254
962,,dr. H. Blink,Weststellingwerf,14/06/1901,,-0.102869352869353,26/11/1931,
963,,mr. F.O. van der Dussen,Kampen,14/06/1901,510914.83,-0.179587831207066,04/02/1925,305871.811053753
964,,F.H. Boels,Veendam,30/07/1901,2083.92,-0.154129793510324,11/12/1919,1098.3059838735
965,,jhr.mr. W.T. Gevers Deynoot 2,Den Haag II,11/09/1902,,-0.008647798742138,,
966,,jhr.mr. R.A.P. Sandberg tot Essenburg,Apeldoorn,16/06/1905,,-0.153283701143313,24/03/1920,
967,,D. Brocx,Doetinchem,16/06/1905,,-0.175832687838885,08/05/1932,
968,,mr. ÃÂ. baron van Mackay Thzn.,Brielle,16/06/1905,,,,
969,,mr. L. van Andel,Gorinchem,16/06/1905,,-0.015201969016939,14/09/1957,
970,,dr. W.C.A. baron van Vredenburch,Den Haag III,16/06/1905,,-0.071596406357982,05/05/1948,
971,,K.A. Warmenhoven jr.,Rotterdam III,16/06/1905,,-0.14025974025974,02/06/1932,
972,,jhr.mr. H. Smissaert,Sliedrecht,16/06/1905,,-0.132868322558693,25/07/1934,
973,,jhr.mr. H. Smissaert,Sliedrecht,28/06/1905,,-0.027978623074505,25/07/1934,
974,,mr. G.A.P.M. van der Aa,Amsterdam V,16/06/1905,7828.18,-0.188096433952788,20/07/1916,5815.81900437061
975,,jhr. C. RoÃÂ«ll,Amsterdam VI,16/06/1905,,,,
976,,J.G. van Kuykhof,Amsterdam IX,16/06/1905,1067.52,-0.142274296474527,25/06/1921,480.489190703455
977,,mr. J.N.J.E. Thijssen,Hoorn,16/06/1905,,-0.187181467181467,,
978,,J. Windhouwer,Zaandam,16/06/1905,,-0.102578962619531,1939 of 1952,
979,,H. Snijders,Middelburg,16/06/1905,,-0.077380230442693,11/06/1945,
980,,T.A. Hettinga,Leeuwarden,16/06/1905,,-0.132324840764331,24/05/1947,
981,,dr. C.J. Niemeijer,Sneek,16/06/1905,,-0.135579156986392,27/10/1932,
982,,dr. C.J. Niemeijer,Sneek,28/06/1905,,-0.134072108631185,27/10/1932,
983,,J. Huizinga,Schoterland,16/06/1905,,-0.156190876602901,14/02/1936,
984,,C.A. Zelvelder,Weststellingwerf,16/06/1905,,-0.177513711151737,12/06/1937,
985,,dr. W.J.M. Engelberts,Ommen,16/06/1905,,-0.1440489432703,12/11/1940,
986,,H. de Wilde,Hoogezand,16/06/1905,,-0.129244249726177,18/06/1929,
987,,U.G. Schilthuis Jzn.,Hoogezand,16/06/1905,,-0.141292442497262,08/01/1935,
988,,J. Knoppers,Meppel,16/06/1905,,-0.166394779771615,26/05/1937,
989,,R.P.J. Tutein Nolthenius,Zutphen,01/08/1905,,-0.029433406916851,30/11/1939,
990,,R.P.J. Tutein Nolthenius,Zutphen,08/08/1905,,-0.128657550360241,30/11/1939,
991,,J.P. van Term,Rotterdam V,07/09/1905,,-0.123680649526387,14/06/1948,
992,,H. Paul,Leiden,26/10/1906,20998.55,-0.150743099787686,26/02/1923,12215.5101916485
993,,dr. A. van Raalte,Franeker,02/10/1907,,-0.175348036915376,30/11/1938,
994,,H.J. Versteeg,Schiedam,09/10/1907,410396.42,-0.178117876913058,10/12/1919,216294.696459683
995,,jhr.mr. H. Smissaert,Sliedrecht,13/03/1908,,-0.192965928717224,25/07/1934,
996,,J. Kok,Lochem,11/06/1909,,-0.14740284240976,,
997,,F.C.J. Netscher,Alkmaar,11/06/1909,,-0.148528250817638,19/11/1923,
998,,J.N. Hendrix,Amsterdam I,11/06/1909,,-0.129194630872483,,
999,,J.G. van Kuykhof,Amsterdam V,11/06/1909,1067.52,-0.126388736112639,25/06/1921,480.489190703455
1000,,mr. J.H. Thiel,Haarlem,23/06/1909,,-0.006495012758061,19/05/1974,
1001,,C.D. Wesseling,Hoorn,11/06/1909,,-0.116623150565709,01/10/1947,
1002,,H.J.C. van Tienen,Zaandam,11/06/1909,,-0.106331851495855,13/04/1950,
1003,,H.J.C. van Tienen,Zaandam,23/06/1909,,-0.017745685962551,13/04/1950,
1004,,mr. P. Dieleman,Oostburg,11/06/1909,,-0.047108013937282,19/01/1961,
1005,,H.W. Teesselink,Ommen,11/06/1909,,-0.142344827586207,25/01/1953,
1006,,mr. J. van Gilse,Steenwijk,11/06/1909,,-0.129446494464945,,
1007,,H. Groenewout,Appingedam,11/06/1909,,-0.180209513023783,,
1008,,B. Berends,Meppel,11/06/1909,85138.85,-0.155390205917979,14/10/1918,54123.2933713998
1009,,P.M.F.H. Brouwers,Gulpen,11/06/1909,,-0.187768547694071,14/04/1923,
1010,,I.A. Swane,Helmond,12/07/1910,,-0.173809958052161,20/04/1948,
1011,,J. Esmeijer,Apeldoorn,17/06/1913,,-0.1197456729071,17/07/1940,
1012,,J. Esmeijer,Apeldoorn,25/06/1913,,-0.008711146307662,17/07/1940,
1013,,L.M. Hermans,Arnhem,17/06/1913,,-0.14593030569883,,
1014,,H.P.J. Bloemers,Doetinchem,17/06/1913,,-0.142547876769359,16/09/1947,
1015,,A.W. Heijkoop,Brielle,17/06/1913,,-0.190659340659341,,
1016,,J.H.F. van Zadelhoff,Dordrecht,17/06/1913,,-0.174708218024305,,
1017,,C. Smeenk,Den Haag I,17/06/1913,,-0.108275473822481,,
1018,,L. Hoejenbos,Den Haag II,17/06/1913,,-0.144344966197698,,
1019,,H. Stulemeijer,Rotterdam III,17/06/1913,,-0.168156662409536,,
1020,,dr. J.H. Gunning Wzn.,Schiedam,17/06/1913,,-0.170987102541182,,
1021,,dr. W.W. van der Meulen,Sliedrecht,17/06/1913,,-0.137904703726329,,
1022,,J.W. Smit,Amsterdam I,17/06/1913,,-0.194458696767573,22/01/1940,
1023,,J. Loopuit,Amsterdam IV,17/06/1913,,-0.181289640591966,10/03/1923,
1024,,J. ter Haar jr.,Amsterdam V,17/06/1913,,-0.143404188809003,,
1025,,F.C.J. Netscher,Enkhuizen,17/06/1913,253.33,-0.071515720319099,19/11/1923,147.369946822534
1026,,C. Thomassen,Den Helder,17/06/1913,,-0.08281036834925,20/02/1942,
1027,,C. Thomassen,Den Helder,25/06/1913,,-0.162969140950792,20/02/1942,
1028,,C.D. Wesseling,Hoorn,17/06/1913,,-0.118321572580645,01/10/1947,
1029,,J.G. Moojen,Goes,17/06/1913,,-0.096081588835212,28/05/1971,
1030,,mr. P. Dieleman,Oostburg,17/06/1913,,-0.140846736045412,19/01/1961,
1031,,dr. P. Kohnstamm,Weststellingwerf,17/06/1913,,-0.088018794048551,31/12/1951,
1032,,J. de Bruijn,Weststellingwerf,17/06/1913,,-0.151448707909162,,
1033,,dr. P. Kohnstamm,Weststellingwerf,25/06/1913,,-0.089184752872515,31/12/1951,
1034,,J.C. baron van Haersolte,Deventer,17/06/1913,,-0.198250296559905,30/09/1932,
1035,,J.C. de Gast,Kampen,17/06/1913,,-0.142005112184039,,
1036,,J.C. de Gast,Kampen,25/06/1913,,-0.020128930403894,,
1037,,mr.dr. E. van Ketwich Verschuur,Steenwijk,17/06/1913,,-0.072234452394056,,
1038,,R. Koppe,Hoogezand,17/06/1913,,-0.146595208070618,16/03/1939,
1039,,H. Snijders,Veendam,17/06/1913,,-0.116162943495401,,
1040,,H. Snijders,Veendam,25/06/1913,,-0.139107611548556,,
1041,,L.M. Hermans,Winschoten,17/06/1913,,-0.016292922214436,,
1042,,L.M. Hermans,Winschoten,25/06/1913,,-0.11122788579436,,
1043,,F. Fokkens,Meppel,17/06/1913,,-0.151056014692378,,
1044,,T. van der Waerden,Hoogezand,04/08/1913,,-0.023562300319489,,
1045,,H. Stulemeijer,Rotterdam III,07/01/1914,,-0.058468799160986,,
1046,,H. Stulemeijer,Rotterdam III,14/01/1914,,-0.145798419918602,,
1047,,J. Esmeijer,Apeldoorn,29/02/1916,,-0.168220668220668,20/05/1921,
1048,,K. Stenhuis,Winschoten,17/06/1916,,-0.098701298701299,,
1049,,G.J.H. Peters,Weert,27/04/1916,,-0.181723346547048,07/07/1940,
1050,,J. Loopuit,Amsterdam IV,03/04/1917,,-0.178983340452798,10/03/1923,
1051,,C. Thomassen,Den Helder,15/05/1917,,-0.021299921691464,20/02/1942,
1052,,C. Thomassen,Den Helder,22/05/1917,,-0.09738873378223,20/02/1942,
1053,,dr. Z. Kamerling,Amsterdam II,15/06/1917,,-0.136363636363636,05/07/1945,
1054,,dr. Z. Kamerling,Amsterdam II,22/06/1917,,-0.179908675799087,05/07/1945,
1055,,J. Schouten,Rotterdam II,14/12/1917,,-0.020207477847417,09/09/1963,
1056,,J. Schouten,Rotterdam II,21/12/1917,,-0.018395879323032,09/09/1963,
1057,,H.J. Versteeg,Schiedam,22/10/1907,410396.42,-0.066298342541437,10/12/1919,216294.696459683
1058,,A.L.W. Seijffardt,Utrecht,06/03/1888,9154.86,-0.006827309236948,10/11/1909,8481.06230801199
1059,,mr. E.P.F.A. van den Bogaert,Amsterdam,10/04/1894,147174.85,-0.027214204680368,23/06/1927,90753.1634340513
1060,,jhr. H. Tindal,Amsterdam,09/06/1891,0,-0.039778834329095,31/01/1902,0
1061,,J. Voorhoeve H Czn.,Rotterdam,24/08/1880,22418.48,-0.262453133369041,03/08/1901,20076.7682893968
1062,,G.C.C. Pels Rijcken,Amsterdam,08/06/1869,20843.47,-0.08376889391157,02/05/1889,19773.4065487852
1063,,mr. A. Oudeman,Onderdendam,30/11/1848,,-0.32317880794702,,
1064,,dr. P.J. Costerus,Sneek,30/11/1848,,-0.245063879210221,,
1065,,mr. G. Kniphorst,Assen,30/11/1848,,-0.269754768392371,,
1066,,mr. P.W.A. Grevelink,Assen,30/11/1848,10229.13,-0.290190735694823,17/04/1896,10959.7821376282
1067,,mr. J. Tonckens,Assen,30/11/1848,,-0.290190735694823,29/04/1857,
1068,,mr. C. Hiddingh,Assen,30/11/1848,,-0.294277929155313,04/09/1871,
1069,,jhr.mr. H.J.L. van der Wijck,Assen,30/11/1848,260213.56,-0.313351498637602,23/10/1860,156571.620454297
1070,,A. van der Vlies,Hoogeveen,26/12/1848,,-0.314974182444062,12/04/1873,
1071,,I. Collaes,Sittard,14/06/1849,,-0.219230769230769,,
1072,,C. Reynen,Sittard,14/06/1849,,-0.226923076923077,17/01/1893,
1073,,mr. W. Sassen,Sittard,14/06/1849,,-0.276923076923077,29/12/1877,
1074,,R.J.N. Walter,Grave,30/11/1848,,-0.22911051212938,17/04/1877,
1075,,K.P. Feringa,Zuidhorn,15/06/1886,,-0.264356435643564,11/06/1916,
