,Naam,name_in_all_elections,name_in_elected_people,Aanbevolen door,Aantal stemmen,Procentueel,District,Verkiezingdatum,Type,Omvang electoraat,Opkomst,Aantal stembriefjes,Aantal stemmen geldig,Aantal stemmen blanco,Aantal zetels,Kiesdrempel,totaal aantal stemmen,hoeveelste_in_verkiezing,gewonnen,marginal_winner,marginal_loser,margin,consequential_election,hoelang_tussen_1_en_2,hoelang_tussen_1_en_laatst,hoeveel_distr_deze_verk,hoeveelste_keer_prob,hoeveelste_keer_prob_alg,hoeveelste_keer_gewonnen,hoeveelste_keer_gewonnen_alg,hoeveelste_keer_gewonnen_tweedeproxy,hoevaak_gewonnen_alltime,hoevaak_gewonnen_verleden,hoevaak_gewonnen_toekomst,name_politician_data,b1-nummer,naam,deflated_wealth,verk_2_gewonnen,verk_3_gewonnen,verk_4_gewonnen,verk_5_gewonnen,verk_6_gewonnen,verk_7_gewonnen,verk_8_gewonnen,verk_9_gewonnen,verk_10_gewonnen
6367,J.P.T. van Nunen,J.P.T. van Nunen,J.P.T. van Nunen,(DT)*,391.0,24.15%,Rotterdam,1887-09-01,algemeen,3755,1635,1634,6476,60,4.0,810,6391.0,7,0,0,0,-0.09403849162885307,1,0 days 00:00:00,1377 days,2,2,2,,,0,2,0,2,J.P.Th. van Nunen,00988,J.P.Th. van Nunen,,1.0,1.0,1.0,1.0,,,,,
6368,J.J.G. Nollet,,,(DT)*,390.0,24.09%,Rotterdam,1887-09-01,algemeen,3755,1635,1634,6476,60,4.0,810,6391.0,8,0,0,0,-0.09419496166484119,1,,0 days,1,1,1,,,0,0,0,0,,,,,,,,,,,,,
6369,J.M. Voorhoeve,,,AR,201.0,12.42%,Rotterdam,1887-09-01,algemeen,3755,1635,1634,6476,60,4.0,810,6391.0,9,0,0,0,-0.12376779846659365,1,259 days 00:00:00,3741 days,1,3,3,,,0,0,0,0,,,,,0.0,0.0,0.0,,,,,,
6370,dr. T.C.L. Wijnmalen,,,AR,201.0,12.42%,Rotterdam,1887-09-01,algemeen,3755,1635,1634,6476,60,4.0,810,6391.0,10,0,0,0,-0.12376779846659365,1,2562 days 00:00:00,5110 days,1,10,10,,,0,0,0,0,,,,1924.47005899877,0.0,0.0,,,,,,,
6371,mr. A.W. van Beeck Calkoen,,,AR,200.0,12.35%,Rotterdam,1887-09-01,algemeen,3755,1635,1634,6476,60,4.0,810,6391.0,11,0,0,0,-0.12392426850258176,1,1038 days 00:00:00,1038 days,1,2,2,,,0,0,0,0,,,,,,,,,,,,,
6372,mr. L.W.C. Keuchenius,mr. L.W.C. Keuchenius,L.W.C.  Keuchenius,AR,200.0,12.35%,Rotterdam,1887-09-01,algemeen,3755,1635,1634,6476,60,4.0,810,6391.0,12,0,0,0,-0.12392426850258176,1,408 days 00:00:00,9856 days,3,61,57,,,1,12,8,3,L.W.Ch.  Keuchenius,00691,L.W.Ch.  Keuchenius,-8129.321577144653,1.0,1.0,1.0,,,,,,
6373,dr. R.P. Mees R.Az.,dr. R.P. Mees R.Az.,R.P.  Mees R.Az.,Lib,3535.0,67.63%,Rotterdam,1888-03-06,algemeen,8373,5937,5938,26133,3527,5.0,2613,25695.0,1,1,0,0,0.07254329636115976,1,616 days 00:00:00,10131 days,1,9,8,9,8,1,13,8,4,R.P.  Mees,00889,R.P.  Mees,318232.4003098661,1.0,1.0,0.0,0.0,,,,,
6374,mr. H.C. Verniers van der Loeff,mr. H.C. Verniers van der Loeff,H.C.  Verniers van der Loeff,Lib,3504.0,67.04%,Rotterdam,1888-03-06,algemeen,8373,5937,5938,26133,3527,5.0,2613,25695.0,2,1,0,0,0.07133683596030356,1,-3444 days +00:00:00,5383 days,1,15,12,9,9,1,7,6,0,H.C.  Verniers van der Loeff,01424,H.C.  Verniers van der Loeff,222306.16487616271,,,,,,,,,
6375,W.A. Viruly Verbrugge,W.A. Viruly Verbrugge,W.A.  Viruly Verbrugge,Lib,3462.0,66.24%,Rotterdam,1888-03-06,algemeen,8373,5937,5938,26133,3527,5.0,2613,25695.0,3,1,0,0,0.06970227670753065,1,55 days 00:00:00,11529 days,1,16,14,9,9,1,14,11,2,W.A.  Viruly Verbrugge,01437,W.A.  Viruly Verbrugge,490452.8920420996,1.0,1.0,,,,,,,
6376,W. Rooseboom,W. Rooseboom,W.  Rooseboom,Lib,3382.0,64.71%,Rotterdam,1888-03-06,algemeen,8373,5937,5938,26133,3527,5.0,2613,25695.0,4,1,0,0,0.06658883051177272,1,233 days 00:00:00,3850 days,2,8,7,6,5,2,7,4,1,W.  Rooseboom,01130,W.  Rooseboom,122929.5339279622,,,,,,,,,
6377,mr. H.D. Levyssohn Norman,mr. H.D. Levyssohn Norman,H.D.  Levyssohn Norman,Lib,3057.0,58.49%,Rotterdam,1888-03-06,algemeen,8373,5937,5938,26133,3527,5.0,2613,25695.0,5,1,1,0,0.05394045534150613,1,0 days 00:00:00,4382 days,1,3,3,1,1,1,2,0,1,H.D.  Levyssohn Norman,00810,H.D.  Levyssohn Norman,60073.178308607625,1.0,,,,,,,,
6378,J.M. Voorhoeve,,,AR(Ka),1671.0,31.97%,Rotterdam,1888-03-06,algemeen,8373,5937,5938,26133,3527,5.0,2613,25695.0,6,0,0,1,-0.05394045534150613,1,259 days 00:00:00,3741 days,1,4,4,,,0,0,0,0,,,,,0.0,0.0,,,,,,,
6379,mr. J.C.M.F.H. Maschek,,,Ka(AR),1648.0,31.53%,Rotterdam,1888-03-06,algemeen,8373,5937,5938,26133,3527,5.0,2613,25695.0,7,0,0,0,-0.05483557112278654,1,,0 days,1,1,1,,,0,0,0,0,,,,,,,,,,,,,
6380,J.P.T. van Nunen,J.P.T. van Nunen,J.P.T. van Nunen,Ka(AR),1637.0,31.32%,Rotterdam,1888-03-06,algemeen,8373,5937,5938,26133,3527,5.0,2613,25695.0,8,0,0,0,-0.05526366997470325,1,0 days 00:00:00,1377 days,2,5,4,,,1,2,0,1,J.P.Th. van Nunen,00988,J.P.Th. van Nunen,,1.0,1.0,,,,,,,
6381,J.C. Fabius,J.C. Fabius,J.C.  Fabius,AR,1110.0,21.24%,Rotterdam,1888-03-06,algemeen,8373,5937,5938,26133,3527,5.0,2613,25695.0,9,0,0,0,-0.07577349678925861,1,595 days 00:00:00,2457 days,4,15,14,,,1,6,5,0,J.Ch.  Fabius,00396,J.Ch.  Fabius,,,,,,,,,,
6382,mr. B.M. Bahlmann,mr. B.M. Bahlmann,B.M.  Bahlmann,Ka,841.0,16.09%,Rotterdam,1888-03-06,algemeen,8373,5937,5938,26133,3527,5.0,2613,25695.0,10,0,0,0,-0.08624245962249465,1,-1190 days +00:00:00,6048 days,3,11,10,,,1,9,5,3,B.M.  Bahlmann,00057,B.M.  Bahlmann,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
6383,J.J. Jacobson,,,Lib,752.0,14.39%,Rotterdam,1888-03-06,algemeen,8373,5937,5938,26133,3527,5.0,2613,25695.0,11,0,0,0,-0.08970616851527534,1,,0 days,1,1,1,,,0,0,0,0,,,,,,,,,,,,,
6384,J.H. Donner,J.H. Donner,J.H.  Donner,AR,742.0,14.20%,Rotterdam,1888-03-06,algemeen,8373,5937,5938,26133,3527,5.0,2613,25695.0,12,0,0,0,-0.09009534928974508,1,1190 days 00:00:00,6373 days,2,8,7,,,0,8,4,4,J.H.  Donner,00334,J.H.  Donner,28827.979771377537,0.0,0.0,0.0,,,,,,
6385,G.P. Ittmann,,,,139.0,2.66%,Rotterdam,1888-03-06,algemeen,8373,5937,5938,26133,3527,5.0,2613,25695.0,13,0,0,0,-0.11356294999027049,1,2457 days 00:00:00,2457 days,1,2,2,,,0,0,0,0,,,,361462.700914635,,,,,,,,,
6386,mr. O.J.H. graaf van Limburg Stirum,mr. O.J.H. graaf van Limburg Stirum,O.J.H. graaf van Limburg Stirum,,128.0,2.45%,Rotterdam,1888-03-06,algemeen,8373,5937,5938,26133,3527,5.0,2613,25695.0,14,0,0,0,-0.11399104884218719,1,0 days 00:00:00,6310 days,4,4,4,,,0,5,0,5,O.J.H. graaf van Limburg Stirum,00826,O.J.H. graaf van Limburg Stirum,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,,
6387,J.W. Gunning,,,,87.0,1.66%,Rotterdam,1888-03-06,algemeen,8373,5937,5938,26133,3527,5.0,2613,25695.0,15,0,0,0,-0.11558669001751314,1,,0 days,1,1,1,,,0,0,0,0,,,,,,,,,,,,,
6388,G.H. Hintzen,G.H. Hintzen,G.H.  Hintzen,Lib,3261.0,63.26%,Rotterdam,1888-03-27,tussentijds,8373,5181,5182,5155,23,1.0,2578,5130.0,1,1,1,0,0.45146198830409356,1,1169 days 00:00:00,3377 days,1,1,1,1,1,1,4,0,3,G.H.  Hintzen,00584,G.H.  Hintzen,3452057.8164476487,1.0,1.0,0.0,,,,,,
6389,L.W. Jansen,,,Ka,945.0,18.33%,Rotterdam,1888-03-27,tussentijds,8373,5181,5182,5155,23,1.0,2578,5130.0,2,0,0,1,-0.45146198830409356,1,-21 days +00:00:00,21 days,1,3,2,,,0,0,0,0,,,,382988.039555555,,,,,,,,,
6390,J.M. Voorhoeve,,,AR,924.0,17.92%,Rotterdam,1888-03-27,tussentijds,8373,5181,5182,5155,23,1.0,2578,5130.0,3,0,0,0,-0.45555555555555555,1,259 days 00:00:00,3741 days,1,5,5,,,0,0,0,0,,,,,0.0,0.0,,,,,,,
6391,jhr.mr. A.P.C. van Karnebeek,jhr.mr. A.P.C. van Karnebeek,A.P.C. van Karnebeek,,1765.0,65.61%,Rotterdam,1891-02-17,tussentijds,8311,2717,2717,2690,12,1.0,1345,2664.0,1,1,1,0,0.43506006006006004,1,-2002 days +00:00:00,9003 days,1,3,3,1,1,1,7,0,6,A.P.C. van Karnebeek,00676,A.P.C. van Karnebeek,402425.6685605275,0.0,1.0,0.0,0.0,0.0,0.0,,,
6392,J.M. Voorhoeve,,,,606.0,22.53%,Rotterdam,1891-02-17,tussentijds,8311,2717,2717,2690,12,1.0,1345,2664.0,2,0,0,1,-0.43506006006006004,1,259 days 00:00:00,3741 days,1,6,6,,,0,0,0,0,,,,,0.0,0.0,,,,,,,
6393,mr. J.A. van Gilse,,,,293.0,10.89%,Rotterdam,1891-02-17,tussentijds,8311,2717,2717,2690,12,1.0,1345,2664.0,3,0,0,0,-0.5525525525525525,1,2621 days 00:00:00,5232 days,1,1,1,,,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6394,dr. R.P. Mees R.Az.,dr. R.P. Mees R.Az.,R.P.  Mees R.Az.,Lib,2746.0,60.08%,Rotterdam,1891-06-09,algemeen,8318,4625,4625,22851,219,5.0,2285,22491.0,1,1,0,0,0.07531901649548708,1,616 days 00:00:00,10131 days,1,10,9,10,9,1,13,9,3,R.P.  Mees,00889,R.P.  Mees,318232.4003098661,1.0,0.0,0.0,,,,,,
6395,W.A. Viruly Verbrugge,W.A. Viruly Verbrugge,W.A.  Viruly Verbrugge,Lib,2712.0,59.34%,Rotterdam,1891-06-09,algemeen,8318,4625,4625,22851,219,5.0,2285,22491.0,2,1,0,0,0.07380730069805701,1,55 days 00:00:00,11529 days,1,17,15,10,10,1,14,12,1,W.A.  Viruly Verbrugge,01437,W.A.  Viruly Verbrugge,490452.8920420996,1.0,,,,,,,,
6396,mr. H.D. Levyssohn Norman,mr. H.D. Levyssohn Norman,H.D.  Levyssohn Norman,Lib,2701.0,59.10%,Rotterdam,1891-06-09,algemeen,8318,4625,4625,22851,219,5.0,2285,22491.0,3,1,0,0,0.07331821617535904,1,0 days 00:00:00,4382 days,1,4,4,2,2,1,2,1,0,H.D.  Levyssohn Norman,00810,H.D.  Levyssohn Norman,60073.178308607625,,,,,,,,,
6397,G.H. Hintzen,G.H. Hintzen,G.H.  Hintzen,Lib,2693.0,58.93%,Rotterdam,1891-06-09,algemeen,8318,4625,4625,22851,219,5.0,2285,22491.0,4,1,0,0,0.07296251834066961,1,1169 days 00:00:00,3377 days,1,2,2,2,2,1,4,1,2,G.H.  Hintzen,00584,G.H.  Hintzen,3452057.8164476487,1.0,0.0,,,,,,,
6398,jhr.mr. A.P.C. van Karnebeek,jhr.mr. A.P.C. van Karnebeek,A.P.C. van Karnebeek,Lib,2675.0,58.53%,Rotterdam,1891-06-09,algemeen,8318,4625,4625,22851,219,5.0,2285,22491.0,5,1,1,0,0.07216219821261838,1,-2002 days +00:00:00,9003 days,1,4,4,2,2,1,7,1,5,A.P.C. van Karnebeek,00676,A.P.C. van Karnebeek,402425.6685605275,0.0,0.0,0.0,0.0,0.0,,,,
6399,J.M. Voorhoeve,,,AR,1052.0,23.02%,Rotterdam,1891-06-09,algemeen,8318,4625,4625,22851,219,5.0,2285,22491.0,6,0,0,1,-0.07216219821261838,1,259 days 00:00:00,3741 days,1,7,7,,,0,0,0,0,,,,,0.0,,,,,,,,
6400,H. Seret,H. Seret,H.  Seret,AR,1043.0,22.82%,Rotterdam,1891-06-09,algemeen,8318,4625,4625,22851,219,5.0,2285,22491.0,7,0,0,0,-0.07256235827664399,1,1036 days 00:00:00,8039 days,3,12,11,,,1,11,7,3,H.  Seret,01238,H.  Seret,3955.638129700691,1.0,1.0,1.0,1.0,1.0,,,,
6401,jhr. J.C. van de Poll,,,AR,1033.0,22.60%,Rotterdam,1891-06-09,algemeen,8318,4625,4625,22851,219,5.0,2285,22491.0,8,0,0,0,-0.07300698057000578,1,,0 days,1,1,1,,,0,0,0,0,,,,,,,,,,,,,
6402,mr. L.W.C. Keuchenius,mr. L.W.C. Keuchenius,L.W.C.  Keuchenius,AR,1031.0,22.56%,Rotterdam,1891-06-09,algemeen,8318,4625,4625,22851,219,5.0,2285,22491.0,9,0,0,0,-0.07309590502867813,1,408 days 00:00:00,9856 days,2,65,61,,,1,12,11,0,L.W.Ch.  Keuchenius,00691,L.W.Ch.  Keuchenius,-8129.321577144653,,,,,,,,,
6403,dr. T.C.L. Wijnmalen,,,AR,1028.0,22.49%,Rotterdam,1891-06-09,algemeen,8318,4625,4625,22851,219,5.0,2285,22491.0,10,0,0,0,-0.07322929171668667,1,2562 days 00:00:00,5110 days,2,12,12,,,0,0,0,0,,,,1924.47005899877,,,,,,,,,
6404,mr. B.M. Bahlmann,mr. B.M. Bahlmann,B.M.  Bahlmann,Ka,743.0,16.26%,Rotterdam,1891-06-09,algemeen,8318,4625,4625,22851,219,5.0,2285,22491.0,11,0,0,0,-0.08590102707749767,1,-1190 days +00:00:00,6048 days,5,17,15,,,1,9,6,2,B.M.  Bahlmann,00057,B.M.  Bahlmann,,1.0,1.0,,,,,,,
6405,dr. P.J.F. Vermeulen,dr. P.J.F. Vermeulen,P.J.F.  Vermeulen,Ka,741.0,16.21%,Rotterdam,1891-06-09,algemeen,8318,4625,4625,22851,219,5.0,2285,22491.0,12,0,0,0,-0.08598995153617002,1,-2198 days +00:00:00,7049 days,2,14,12,,,1,8,6,1,P.J.F.  Vermeulen,01422,P.J.F.  Vermeulen,56002.06306538044,1.0,,,,,,,,
6406,B.R.F. van Vlijmen,B.R.F. van Vlijmen,B.R.F. van Vlijmen,Ka,738.0,16.15%,Rotterdam,1891-06-09,algemeen,8318,4625,4625,22851,219,5.0,2285,22491.0,13,0,0,0,-0.08612333822417856,1,3647 days 00:00:00,13149 days,2,4,4,,,1,5,1,3,B.R.F. van Vlijmen,01458,B.R.F. van Vlijmen,658.2604935594097,1.0,,,,,,,,
6407,J.P.T. van Nunen,J.P.T. van Nunen,J.P.T. van Nunen,Ka,736.0,16.10%,Rotterdam,1891-06-09,algemeen,8318,4625,4625,22851,219,5.0,2285,22491.0,14,0,0,0,-0.08621226268285091,1,0 days 00:00:00,1377 days,2,7,6,,,1,2,1,0,J.P.Th. van Nunen,00988,J.P.Th. van Nunen,,,,,,,,,,
6408,mr. J.J.I. Harte van Tecklenburg,mr. J.J.I. Harte van Tecklenburg,J.J.I.  Harte van Tecklenburg,Ka,734.0,16.06%,Rotterdam,1891-06-09,algemeen,8318,4625,4625,22851,219,5.0,2285,22491.0,15,0,0,0,-0.08630118714152328,1,1190 days 00:00:00,7547 days,2,4,4,,,1,3,1,1,J.J.I.  Harte van Tecklenburg,00522,J.J.I.  Harte van Tecklenburg,,1.0,0.0,,,,,,,
6409,mr. J.A. van Gilse,,,,85.0,1.86%,Rotterdam,1891-06-09,algemeen,8318,4625,4625,22851,219,5.0,2285,22491.0,16,0,0,0,-0.1151571739807034,1,2621 days 00:00:00,5232 days,2,3,3,,,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
6410,A. Plate,A. Plate,A.  Plate,,1460.0,64.72%,Rotterdam,1893-01-03,tussentijds,8394,2277,2277,2256,9,1.0,1128,2179.0,1,1,1,0,0.4983937586048646,1,-6044 days +00:00:00,6044 days,1,1,1,1,1,1,3,0,2,A.  Plate,01036,A.  Plate,2448.040944721083,1.0,0.0,0.0,,,,,,
6411,J.M. Voorhoeve,,,,374.0,16.58%,Rotterdam,1893-01-03,tussentijds,8394,2277,2277,2256,9,1.0,1128,2179.0,2,0,0,1,-0.4983937586048646,1,259 days 00:00:00,3741 days,1,8,8,,,0,0,0,0,,,,,0.0,,,,,,,,
6412,mr. J. Maschek,,,,345.0,15.29%,Rotterdam,1893-01-03,tussentijds,8394,2277,2277,2256,9,1.0,1128,2179.0,3,0,0,0,-0.5117026158788435,1,1764 days 00:00:00,3398 days,1,3,2,,,0,0,0,0,,,,,0.0,0.0,,,,,,,
6413,dr. R.P. Mees R.Az.,dr. R.P. Mees R.Az.,R.P.  Mees R.Az.,Lib(TT),3472.0,69.81%,Rotterdam,1894-04-10,algemeen,8422,5007,5007,24869,146,5.0,2487,24659.0,1,1,0,0,0.09724644146153534,1,616 days 00:00:00,10131 days,1,11,10,11,10,1,13,10,2,R.P.  Mees,00889,R.P.  Mees,318232.4003098661,0.0,0.0,,,,,,,
6414,mr. J.G. Gleichman,mr. J.G. Gleichman,J.G.  Gleichman,Lib(TT),3441.0,69.18%,Rotterdam,1894-04-10,algemeen,8422,5007,5007,24869,146,5.0,2487,24659.0,2,1,0,0,0.09598929396974736,1,1043 days 00:00:00,6170 days,7,19,17,12,11,2,11,7,2,J.G.  Gleichman,00462,J.G.  Gleichman,605681.4640750177,0.0,,,,,,,,
6415,G.H. Hintzen,G.H. Hintzen,G.H.  Hintzen,Lib(TT),3435.0,69.06%,Rotterdam,1894-04-10,algemeen,8422,5007,5007,24869,146,5.0,2487,24659.0,3,1,0,0,0.09574597510036903,1,1169 days 00:00:00,3377 days,1,3,3,3,3,1,4,2,1,G.H.  Hintzen,00584,G.H.  Hintzen,3452057.8164476487,0.0,,,,,,,,
6416,W.A. Viruly Verbrugge,W.A. Viruly Verbrugge,W.A.  Viruly Verbrugge,Lib(TT),3435.0,69.06%,Rotterdam,1894-04-10,algemeen,8422,5007,5007,24869,146,5.0,2487,24659.0,4,1,0,0,0.09574597510036903,1,55 days 00:00:00,11529 days,1,18,16,11,11,1,14,13,0,W.A.  Viruly Verbrugge,01437,W.A.  Viruly Verbrugge,490452.8920420996,,,,,,,,,
6417,A. Plate,A. Plate,A.  Plate,Lib(TT),3428.0,68.92%,Rotterdam,1894-04-10,algemeen,8422,5007,5007,24869,146,5.0,2487,24659.0,5,1,1,0,0.09546210308609433,1,-6044 days +00:00:00,6044 days,1,2,2,2,2,1,3,1,1,A.  Plate,01036,A.  Plate,2448.040944721083,0.0,0.0,,,,,,,
6418,P.R. Mees,P.R. Mees,P.R.  Mees,Lib(VT),1074.0,21.59%,Rotterdam,1894-04-10,algemeen,8422,5007,5007,24869,146,5.0,2487,24659.0,6,0,0,1,-0.09546210308609433,1,31 days 00:00:00,4174 days,1,1,1,,,0,1,0,1,P.R.  Mees,00888,P.R.  Mees,188034.31491367493,,,,,,,,,
6419,J.M. Pijnacker Hordijk,J.M. Pijnacker Hordijk,J.M.  Pijnacker Hordijk,Lib(VT),916.0,18.42%,Rotterdam,1894-04-10,algemeen,8422,5007,5007,24869,146,5.0,2487,24659.0,7,0,0,0,-0.10186949997972343,1,1036 days 00:00:00,3657 days,3,4,4,,,0,4,1,3,J.M.  Pijnacker Hordijk,01067,J.M.  Pijnacker Hordijk,1063859.3831533366,0.0,1.0,0.0,,,,,,
6420,mr. J.A. van Gilse,,,Lib(VT),902.0,18.14%,Rotterdam,1894-04-10,algemeen,8422,5007,5007,24869,146,5.0,2487,24659.0,8,0,0,0,-0.10243724400827284,1,2621 days 00:00:00,5232 days,3,6,6,,,0,0,0,0,,,,,0.0,0.0,0.0,,,,,,
6421,mr. H. Goeman Borgesius,mr. H. Goeman Borgesius,H.  Goeman Borgesius,Lib(VT),887.0,17.83%,Rotterdam,1894-04-10,algemeen,8422,5007,5007,24869,146,5.0,2487,24659.0,9,0,0,0,-0.10304554118171864,1,5845 days 00:00:00,13027 days,6,19,18,,,1,18,8,9,H.  Goeman Borgesius,00469,H.  Goeman Borgesius,160709.0670972835,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6422,mr. E.E. van Raalte,mr. E.E. van Raalte,E.E. van Raalte,Lib(VT),813.0,16.35%,Rotterdam,1894-04-10,algemeen,8422,5007,5007,24869,146,5.0,2487,24659.0,10,0,0,0,-0.10604647390405125,1,1459 days 00:00:00,8466 days,1,1,1,,,0,6,0,6,E.E. van Raalte,01075,E.E. van Raalte,46191.168863899526,0.0,1.0,0.0,0.0,0.0,0.0,,,
6423,J.M. Voorhoeve,,,AR(VT),678.0,13.63%,Rotterdam,1894-04-10,algemeen,8422,5007,5007,24869,146,5.0,2487,24659.0,11,0,0,0,-0.11152114846506346,1,259 days 00:00:00,3741 days,1,9,9,,,0,0,0,0,,,,,,,,,,,,,
6424,J. van Alphen,J. van Alphen,J. van Alphen,AR(VT),619.0,12.45%,Rotterdam,1894-04-10,algemeen,8422,5007,5007,24869,146,5.0,2487,24659.0,12,0,0,0,-0.11391378401395028,1,728 days 00:00:00,8767 days,3,17,16,,,1,9,5,3,J. van Alphen,00019,J. van Alphen,157729.69048588333,1.0,1.0,1.0,1.0,,,,,
6425,A. Brummelkamp jr.,A. Brummelkamp jr.,A.  Brummelkamp jr.,AR(VT),543.0,10.92%,Rotterdam,1894-04-10,algemeen,8422,5007,5007,24869,146,5.0,2487,24659.0,13,0,0,0,-0.11699582302607567,1,-315 days +00:00:00,10692 days,5,17,13,,,0,5,0,5,A.  Brummelkamp,00228,A.  Brummelkamp,27804.472524659985,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
6426,mr. Ã. baron van Mackay 2,mr. Ã. baron van Mackay 2,Æ. baron van Mackay 2,AR(VT),513.0,10.31%,Rotterdam,1894-04-10,algemeen,8422,5007,5007,24869,146,5.0,2487,24659.0,14,0,0,0,-0.11821241737296727,1,434 days 00:00:00,10230 days,2,19,19,,,1,12,9,2,Æ. baron Mackay,00861,Æ. baron Mackay,,1.0,1.0,,,,,,,
6427,mr. Ã. baron van Mackay 2,mr. Ã. baron van Mackay 2,Æ. baron van Mackay 2,AR(VT),513.0,10.31%,Rotterdam,1894-04-10,algemeen,8422,5007,5007,24869,146,5.0,2487,24659.0,14,0,0,0,-0.11821241737296727,1,434 days 00:00:00,10230 days,2,19,19,,,1,12,9,2,Æ. baron Mackay,00862,Æ. baron Mackay,224426.76447416568,1.0,1.0,,,,,,,
6428,mr. Th. Heemskerk,mr. Th. Heemskerk,Th.  Heemskerk,AR(VT),503.0,10.11%,Rotterdam,1894-04-10,algemeen,8422,5007,5007,24869,146,5.0,2487,24659.0,15,0,0,0,-0.11861794882193114,1,-443 days +00:00:00,6952 days,7,33,32,,,0,6,2,4,Th.  Heemskerk,00540,Th.  Heemskerk,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
6429,mr. J. van Gennep,mr. J. van Gennep,J. van Gennep,Lib(TT),2864.0,71.12%,Rotterdam,1894-05-11,tussentijds,8353,4042,4041,4027,7,1.0,2014,4007.0,1,1,1,0,0.5098577489393561,1,980 days 00:00:00,5694 days,1,6,6,6,6,1,6,5,0,J. van Gennep,00444,J. van Gennep,18087.115890650115,,,,,,,,,
6430,P.R. Mees,P.R. Mees,P.R.  Mees,Lib(VT),821.0,20.39%,Rotterdam,1894-05-11,tussentijds,8353,4042,4041,4027,7,1.0,2014,4007.0,2,0,0,1,-0.5098577489393561,1,31 days 00:00:00,4174 days,1,2,2,,,0,1,0,1,P.R.  Mees,00888,P.R.  Mees,188034.31491367493,,,,,,,,,
6431,J.M. Voorhoeve,,,AR(VT),322.0,8.00%,Rotterdam,1894-05-11,tussentijds,8353,4042,4041,4027,7,1.0,2014,4007.0,3,0,0,0,-0.6343898178188171,1,259 days 00:00:00,3741 days,1,10,10,,,0,0,0,0,,,,,,,,,,,,,
6432,mr. E.E. van Raalte,mr. E.E. van Raalte,E.E. van Raalte,,1456.0,96.17%,Rotterdam,1897-04-27,tussentijds,8323,1567,1567,1514,48,1.0,757,1456.0,1,1,1,0,,1,1459 days 00:00:00,8466 days,1,2,2,1,1,1,6,0,5,E.E. van Raalte,01075,E.E. van Raalte,46191.168863899526,0.0,1.0,0.0,0.0,0.0,0.0,,,
6433,E.P. de Monchy,E.P. de Monchy,E.P. de Monchy,,166.0,55.15%,Rotterdam I,1848-11-30,algemeen,354,304,304,301,1,1.0,151,291.0,1,1,1,0,0.31958762886597936,1,0 days 00:00:00,0 days,2,2,2,1,1,1,1,0,0,E.P. de Monchy,00939,E.P. de Monchy,362823.4888592396,,,,,,,,,
6434,J.H.C. van der Kun,,,,73.0,24.25%,Rotterdam I,1848-11-30,algemeen,354,304,304,301,1,1.0,151,291.0,2,0,0,1,-0.31958762886597936,1,8323 days 00:00:00,8958 days,2,2,2,,,0,0,0,0,,,,,0.0,0.0,,,,,,,
6435,M.A.F.H. Hoffman,M.A.F.H. Hoffman,M.A.F.H.  Hoffman,,28.0,9.30%,Rotterdam I,1848-11-30,algemeen,354,304,304,301,1,1.0,151,291.0,3,0,0,0,-0.4742268041237113,1,-1659 days +00:00:00,8230 days,3,3,3,,,0,9,0,9,M.A.F.H.  Hoffmann,00589,M.A.F.H.  Hoffmann,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6436,A. van Rijckevorsel Hz.,A. van Rijckevorsel Hz.,A. van Rijckevorsel Hz.,,12.0,3.99%,Rotterdam I,1848-11-30,algemeen,354,304,304,301,1,1.0,151,291.0,4,0,0,0,-0.5292096219931272,1,0 days 00:00:00,0 days,3,3,3,,,1,1,0,0,A.B.G.M. van Rijckevorsel,01157,A.B.G.M. van Rijckevorsel,,,,,,,,,,
6437,jhr.mr. W.T. Gevers Deynoot,jhr.mr. W.T. Gevers Deynoot,W.T.  Gevers Deynoot,,12.0,3.99%,Rotterdam I,1848-11-30,algemeen,354,304,304,301,1,1.0,151,291.0,5,0,0,0,-0.5292096219931272,1,14 days 00:00:00,9686 days,3,3,3,,,0,5,0,5,W.Th.  Gevers Deynoot,00455,W.Th.  Gevers Deynoot,323201.59680929244,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
6438,dr. R.P. Mees R.Az.,dr. R.P. Mees R.Az.,R.P.  Mees R.Az.,Lib,1066.0,40.42%,Rotterdam I,1897-06-15,algemeen,3208,-,2673,2637,36,1.0,1319,2637.0,1,1,1,0,0.14979142965491088,0,616 days 00:00:00,10131 days,1,12,11,12,11,0,13,11,2,R.P.  Mees,00889,R.P.  Mees,318232.4003098661,0.0,,,,,,,,
