,Unnamed: 0,Naam,Aanbevolen door,Aantal stemmen,Procentueel,District,Verkiezingdatum,Type,Omvang electoraat,Aantal stembriefjes,Aantal stemmen geldig,Aantal stemmen blanco,Aantal zetels,Kiesdrempel,Opkomst,margin
6240,6240,P.J. in de Betou,VD,164.0,3.59%,Den Haag II,14/06/1901,algemeen,6809,4640,4562.0,78,1.0,2281,4562.0,-0.5199473914949584
6241,6241,J.M. Pijnacker Hordijk,Lib(VD),2434.0,53.71%,Den Haag III,14/06/1901,algemeen,7014,4605,4532.0,73,1.0,2266,4532.0,0.24338040600176522
6242,6242,G.J.C.A. Pop,Lib(VL/Ka),1331.0,29.37%,Den Haag III,14/06/1901,algemeen,7014,4605,4532.0,73,1.0,2266,4532.0,-0.24338040600176522
6243,6243,A. Hoogenraad,AR,767.0,16.92%,Den Haag III,14/06/1901,algemeen,7014,4605,4532.0,73,1.0,2266,4532.0,-0.367828773168579
6244,6244,mr. P.J.M. Aalberse,Ka,2347.0,42.60%,Katwijk,14/06/1901,algemeen,6568,5705,5510.0,195,1.0,2755,5510.0,0.1647912885662432
6245,6245,mr. O.J.E. baron van Wassenaer van Catwijck,VA,1439.0,26.12%,Katwijk,14/06/1901,algemeen,6568,5705,5510.0,195,1.0,2755,5510.0,-0.1647912885662432
6246,6246,mr. S. baron van Heemstra 2,AR,1401.0,25.43%,Katwijk,14/06/1901,algemeen,6568,5705,5510.0,195,1.0,2755,5510.0,-0.17168784029038112
6247,6247,H.H. van Waveren,Lib(VL),323.0,5.86%,Katwijk,14/06/1901,algemeen,6568,5705,5510.0,195,1.0,2755,5510.0,-0.36733212341197824
6248,6248,mr. O.J.E. baron van Wassenaer van Catwijck,VA(AR),3053.0,54.26%,Katwijk,27/06/1901,herstemming,6568,5648,5627.0,21,1.0,2814,5627.0,0.08512528878620934
6249,6249,mr. P.J.M. Aalberse,Ka,2574.0,45.74%,Katwijk,27/06/1901,herstemming,6568,5648,5627.0,21,1.0,2814,5627.0,-0.08512528878620934
6250,6250,A.E. van Kempen,AR(Ka),2164.0,54.55%,Leiden,14/06/1901,algemeen,4741,4021,3967.0,54,1.0,1984,3970.0,0.27204030226700254
6251,6251,mr. H.L. Drucker,VD(Lib),1084.0,27.33%,Leiden,14/06/1901,algemeen,4741,4021,3967.0,54,1.0,1984,3970.0,-0.27204030226700254
6252,6252,mr. W. van der Kaay,VL,722.0,18.20%,Leiden,14/06/1901,algemeen,4741,4021,3967.0,54,1.0,1984,3970.0,-0.3632241813602015
6253,6253,jhr. J.W.J.C.M. van Nispen tot Sevenaer,Ka,2106.0,39.28%,Loosduinen,14/06/1901,algemeen,6917,5532,5362.0,170,1.0,2681,5362.0,0.05389779932860873
6254,6254,A. Brummelkamp jr.,AR,1817.0,33.89%,Loosduinen,14/06/1901,algemeen,6917,5532,5362.0,170,1.0,2681,5362.0,-0.05389779932860873
6255,6255,J. Pattist,Lib(VL),1016.0,18.95%,Loosduinen,14/06/1901,algemeen,6917,5532,5362.0,170,1.0,2681,5362.0,-0.2032823573293547
6256,6256,jhr. J.D. Six,VA,423.0,7.89%,Loosduinen,14/06/1901,algemeen,6917,5532,5362.0,170,1.0,2681,5362.0,-0.31387541961954496
6257,6257,A. Brummelkamp jr.,AR(VA),2642.0,51.47%,Loosduinen,27/06/1901,herstemming,6917,5215,5133.0,82,1.0,2567,5133.0,0.029417494642509253
6258,6258,jhr. J.W.J.C.M. van Nispen tot Sevenaer,Ka,2491.0,48.53%,Loosduinen,27/06/1901,herstemming,6917,5215,5133.0,82,1.0,2567,5133.0,-0.029417494642509253
6259,6259,mr. A.P.R.C. baron van Borch van Verwolde,AR(Ka),2795.0,60.79%,Ridderkerk,14/06/1901,algemeen,5286,4642,4598.0,44,1.0,2299,4598.0,0.21574597651152674
6260,6260,D. de Klerk,Lib(VL),1803.0,39.21%,Ridderkerk,14/06/1901,algemeen,5286,4642,4598.0,44,1.0,2299,4598.0,-0.21574597651152674
6261,6261,mr. D. Fock,Lib(VL),1155.0,41.37%,Rotterdam I,14/06/1901,algemeen,3844,2823,2792.0,31,1.0,1396,2792.0,0.04727793696275072
6262,6262,dr. J.T. de Visser,CHK(AR),1023.0,36.64%,Rotterdam I,14/06/1901,algemeen,3844,2823,2792.0,31,1.0,1396,2792.0,-0.04727793696275072
6263,6263,J.P. van Term,Ka,366.0,13.11%,Rotterdam I,14/06/1901,algemeen,3844,2823,2792.0,31,1.0,1396,2792.0,-0.2825931232091691
6264,6264,L.M. Hermans,SDAP,248.0,8.88%,Rotterdam I,14/06/1901,algemeen,3844,2823,2792.0,31,1.0,1396,2792.0,-0.3248567335243553
6265,6265,mr. D. Fock,Lib(VL/VD/SDAP),1569.0,52.95%,Rotterdam I,27/06/1901,herstemming,3844,2990,2963.0,27,1.0,1482,2963.0,0.0590617617279784
6266,6266,dr. J.T. de Visser,,1394.0,47.05%,Rotterdam I,27/06/1901,herstemming,3844,2990,2963.0,27,1.0,1482,2963.0,-0.0590617617279784
6267,6267,D. de Klerk,Lib(VL),1637.0,43.54%,Rotterdam II,14/06/1901,algemeen,5148,3797,3760.0,37,1.0,1880,3760.0,0.023670212765957446
6268,6268,mr. A. de Jong,,1548.0,41.17%,Rotterdam II,14/06/1901,algemeen,5148,3797,3760.0,37,1.0,1880,3760.0,-0.023670212765957446
6269,6269,mr. H. Verkouteren,CHK,296.0,7.87%,Rotterdam II,14/06/1901,algemeen,5148,3797,3760.0,37,1.0,1880,3760.0,-0.35664893617021276
6270,6270,J.G. van Kuykhof,SDAP,279.0,7.42%,Rotterdam II,14/06/1901,algemeen,5148,3797,3760.0,37,1.0,1880,3760.0,-0.36117021276595745
6271,6271,D. de Klerk,Lib(VL/VD),2298.0,53.96%,Rotterdam II,27/06/1901,herstemming,5148,4282,4259.0,23,1.0,2130,4259.0,0.07912655552946701
6272,6272,mr. A. de Jong,,1961.0,46.04%,Rotterdam II,27/06/1901,herstemming,5148,4282,4259.0,23,1.0,2130,4259.0,-0.07912655552946701
6273,6273,J.B. Verhey,,1324.0,51.94%,Rotterdam III,14/06/1901,algemeen,3676,2567,2549.0,18,1.0,1275,2549.0,0.19537073362102786
6274,6274,mr. C.A.H. Barge,Ka(AR),826.0,32.40%,Rotterdam III,14/06/1901,algemeen,3676,2567,2549.0,18,1.0,1275,2549.0,-0.19537073362102786
6275,6275,jhr.mr. J.H.J. Quarles van Ufford,VA,233.0,9.14%,Rotterdam III,14/06/1901,algemeen,3676,2567,2549.0,18,1.0,1275,2549.0,-0.4280109846998823
6276,6276,W.P.G. Helsdingen,SDAP,166.0,6.51%,Rotterdam III,14/06/1901,algemeen,3676,2567,2549.0,18,1.0,1275,2549.0,-0.4542958022754021
6277,6277,dr. R.P. Mees R.Az.,VL(Lib),1574.0,49.87%,Rotterdam IV,14/06/1901,algemeen,4159,3186,3156.0,30,1.0,1578,3156.0,0.11311787072243346
6278,6278,mr. D.P.D. Fabius,AR(Ka),1217.0,38.56%,Rotterdam IV,14/06/1901,algemeen,4159,3186,3156.0,30,1.0,1578,3156.0,-0.11311787072243346
6279,6279,W.P.G. Helsdingen,SDAP,210.0,6.65%,Rotterdam IV,14/06/1901,algemeen,4159,3186,3156.0,30,1.0,1578,3156.0,-0.43219264892268694
6280,6280,mr. H. Verkouteren,CHK,155.0,4.91%,Rotterdam IV,14/06/1901,algemeen,4159,3186,3156.0,30,1.0,1578,3156.0,-0.44961977186311786
6281,6281,dr. R.P. Mees R.Az.,VL(Lib/VD),1810.0,54.40%,Rotterdam IV,27/06/1901,herstemming,4159,3351,3327.0,24,1.0,1664,3327.0,0.0880673279230538
6282,6282,mr. D.P.D. Fabius,AR(Ka/VA),1517.0,45.60%,Rotterdam IV,27/06/1901,herstemming,4159,3351,3327.0,24,1.0,1664,3327.0,-0.0880673279230538
6283,6283,mr. E.E. van Raalte,Lib,876.0,31.89%,Rotterdam V,14/06/1901,algemeen,3983,2804,2747.0,57,1.0,1374,2747.0,0.09683290862759374
6284,6284,F.J. van Rijswijk,Ka,610.0,22.21%,Rotterdam V,14/06/1901,algemeen,3983,2804,2747.0,57,1.0,1374,2747.0,-0.09683290862759374
6285,6285,mr. S. Muller Hzn.,Lib(VL),430.0,15.65%,Rotterdam V,14/06/1901,algemeen,3983,2804,2747.0,57,1.0,1374,2747.0,-0.16235893702220605
6286,6286,J.H. de Waal Malefijt,AR,409.0,14.89%,Rotterdam V,14/06/1901,algemeen,3983,2804,2747.0,57,1.0,1374,2747.0,-0.1700036403349108
6287,6287,dr. J.T. de Visser,CHK(VA),281.0,10.23%,Rotterdam V,14/06/1901,algemeen,3983,2804,2747.0,57,1.0,1374,2747.0,-0.2165999271933018
6288,6288,J.A. Bergmeyer,SDAP,141.0,5.13%,Rotterdam V,14/06/1901,algemeen,3983,2804,2747.0,57,1.0,1374,2747.0,-0.2675646159446669
6289,6289,mr. E.E. van Raalte,Lib(VL/VD/SDAP),1683.0,61.38%,Rotterdam V,27/06/1901,herstemming,3983,2778,2742.0,36,1.0,1371,2742.0,0.2275711159737418
6290,6290,F.J. van Rijswijk,Ka(AR/VA),1059.0,38.62%,Rotterdam V,27/06/1901,herstemming,3983,2778,2742.0,36,1.0,1371,2742.0,-0.2275711159737418
6291,6291,A.W.F. Idenburg,AR(Ka),2088.0,47.11%,Schiedam,14/06/1901,algemeen,5775,4545,4432.0,113,1.0,2216,4432.0,0.18005415162454874
6292,6292,mr. O.J.H. graaf van Limburg Stirum,VA,1290.0,29.11%,Schiedam,14/06/1901,algemeen,5775,4545,4432.0,113,1.0,2216,4432.0,-0.18005415162454874
6293,6293,W.P.G. Helsdingen,SDAP,518.0,11.69%,Schiedam,14/06/1901,algemeen,5775,4545,4432.0,113,1.0,2216,4432.0,-0.35424187725631767
6294,6294,mr. C.T. van Deventer,VD,417.0,9.41%,Schiedam,14/06/1901,algemeen,5775,4545,4432.0,113,1.0,2216,4432.0,-0.3770306859205776
6295,6295,mr. S. van Houten,VL(Lib),119.0,2.69%,Schiedam,14/06/1901,algemeen,5775,4545,4432.0,113,1.0,2216,4432.0,-0.44426895306859204
6296,6296,mr. O.J.H. graaf van Limburg Stirum,VA,2215.0,50.83%,Schiedam,27/06/1901,herstemming,5775,4396,4358.0,38,1.0,2179,4357.0,0.016754647693366997
6297,6297,A.W.F. Idenburg,AR(Ka),2142.0,49.15%,Schiedam,27/06/1901,herstemming,5775,4396,4358.0,38,1.0,2179,4357.0,-0.016754647693366997
6298,6298,dr. A. Kuyper,AR(Ka),2311.0,63.00%,Sliedrecht,14/06/1901,algemeen,5919,3775,3668.0,107,1.0,1834,3668.0,0.2600872410032715
6299,6299,D. de Klerk,Lib(VL),1357.0,37.00%,Sliedrecht,14/06/1901,algemeen,5919,3775,3668.0,107,1.0,1834,3668.0,-0.2600872410032715
6300,6300,mr. E. Fokker,VD,2590.0,42.23%,Alkmaar,14/06/1901,algemeen,7824,6236,6133.0,103,1.0,3067,6133.0,0.0676667210174466
6301,6301,N. Oosterbaan,AR(Ka),2175.0,35.46%,Alkmaar,14/06/1901,algemeen,7824,6236,6133.0,103,1.0,3067,6133.0,-0.0676667210174466
6302,6302,mr. W.C. Bosman,Lib(VL),941.0,15.34%,Alkmaar,14/06/1901,algemeen,7824,6236,6133.0,103,1.0,3067,6133.0,-0.26887330833197454
6303,6303,J.G. van Kuykhof,SDAP,427.0,6.96%,Alkmaar,14/06/1901,algemeen,7824,6236,6133.0,103,1.0,3067,6133.0,-0.3526822109897277
6304,6304,mr. E. Fokker,VD(VL/SDAP),3888.0,57.18%,Alkmaar,27/06/1901,herstemming,7824,6856,6799.0,57,1.0,3400,6799.0,0.14369760258861597
6305,6305,N. Oosterbaan,AR(Ka/VA),2911.0,42.82%,Alkmaar,27/06/1901,herstemming,7824,6856,6799.0,57,1.0,3400,6799.0,-0.14369760258861597
6306,6306,dr. H.F.R. Hubrecht,Lib(VL),1262.0,45.86%,Amsterdam I,14/06/1901,algemeen,4771,2802,2752.0,50,1.0,1376,2752.0,0.11010174418604651
6307,6307,J.F.M. Sterck,Ka(AR),959.0,34.85%,Amsterdam I,14/06/1901,algemeen,4771,2802,2752.0,50,1.0,1376,2752.0,-0.11010174418604651
6308,6308,P.L. Tak,SDAP,251.0,9.12%,Amsterdam I,14/06/1901,algemeen,4771,2802,2752.0,50,1.0,1376,2752.0,-0.36736918604651164
6309,6309,H.L. van Hasselt,,186.0,6.76%,Amsterdam I,14/06/1901,algemeen,4771,2802,2752.0,50,1.0,1376,2752.0,-0.39098837209302323
6310,6310,A.N.J. Fabius,VD,94.0,3.42%,Amsterdam I,14/06/1901,algemeen,4771,2802,2752.0,50,1.0,1376,2752.0,-0.42441860465116277
6311,6311,dr. H.F.R. Hubrecht,Lib(VL/VD),1696.0,61.34%,Amsterdam I,27/06/1901,herstemming,4771,2796,2765.0,31,1.0,1383,2761.0,0.22854038391886997
6312,6312,J.F.M. Sterck,Ka(AR/VA),1065.0,38.52%,Amsterdam I,27/06/1901,herstemming,4771,2796,2765.0,31,1.0,1383,2761.0,-0.22854038391886997
6313,6313,H.F. Groen van Waarder,VL(Lib),522.0,35.10%,Amsterdam II,14/06/1901,algemeen,2475,1537,1487.0,50,1.0,744,1487.0,0.0006724949562878278
6314,6314,dr. J.T. de Visser,CHK(AR),521.0,35.04%,Amsterdam II,14/06/1901,algemeen,2475,1537,1487.0,50,1.0,744,1487.0,-0.0006724949562878278
6315,6315,J.W. Smit,Ka,187.0,12.58%,Amsterdam II,14/06/1901,algemeen,2475,1537,1487.0,50,1.0,744,1487.0,-0.22528581035642234
6316,6316,H.H. Wollring,SDAP,157.0,10.56%,Amsterdam II,14/06/1901,algemeen,2475,1537,1487.0,50,1.0,744,1487.0,-0.24546065904505715
6317,6317,F. Mol,VD,100.0,6.72%,Amsterdam II,14/06/1901,algemeen,2475,1537,1487.0,50,1.0,744,1487.0,-0.28379287155346333
6318,6318,dr. J.T. de Visser,CHK(Ka/AR/VA),929.0,54.26%,Amsterdam II,27/06/1901,herstemming,2475,1737,1712.0,25,1.0,856,1712.0,0.0852803738317757
6319,6319,H.F. Groen van Waarder,VL(Lib/VD),783.0,45.74%,Amsterdam II,27/06/1901,herstemming,2475,1737,1712.0,25,1.0,856,1712.0,-0.0852803738317757
6320,6320,C.H. den Hertog,Lib(VL),1603.0,37.78%,Amsterdam III,14/06/1901,algemeen,7122,4348,4243.0,105,1.0,2122,4243.0,0.043129860947442845
6321,6321,H. Polak,SDAP,1420.0,33.47%,Amsterdam III,14/06/1901,algemeen,7122,4348,4243.0,105,1.0,2122,4243.0,-0.043129860947442845
6322,6322,mr. E.A. Smidt,VD,482.0,11.36%,Amsterdam III,14/06/1901,algemeen,7122,4348,4243.0,105,1.0,2122,4243.0,-0.26419985859061984
6323,6323,A.C. Bleys,Ka,376.0,8.86%,Amsterdam III,14/06/1901,algemeen,7122,4348,4243.0,105,1.0,2122,4243.0,-0.2891821824181004
6324,6324,J.H. de Waal Malefijt,AR,362.0,8.53%,Amsterdam III,14/06/1901,algemeen,7122,4348,4243.0,105,1.0,2122,4243.0,-0.2924817346217299
6325,6325,C.H. den Hertog,Lib(VL/Ka/VA),2531.0,54.52%,Amsterdam III,27/06/1901,herstemming,7122,4671,4642.0,29,1.0,2321,4642.0,0.0904782421370099
6326,6326,H. Polak,SDAP(VD),2111.0,45.48%,Amsterdam III,27/06/1901,herstemming,7122,4671,4642.0,29,1.0,2321,4642.0,-0.0904782421370099
6327,6327,mr. H. Goeman Borgesius,Lib(VL),1314.0,54.43%,Amsterdam IV,14/06/1901,algemeen,3634,2480,2414.0,66,1.0,1207,2414.0,0.2763048881524441
6328,6328,mr. Z. van den Bergh,VD,647.0,26.80%,Amsterdam IV,14/06/1901,algemeen,3634,2480,2414.0,66,1.0,1207,2414.0,-0.2763048881524441
6329,6329,mr. M. Mendels,SDAP,245.0,10.15%,Amsterdam IV,14/06/1901,algemeen,3634,2480,2414.0,66,1.0,1207,2414.0,-0.44283347141673574
6330,6330,mr. E.P.F.A. van den Bogaert,Ka(AR),208.0,8.62%,Amsterdam IV,14/06/1901,algemeen,3634,2480,2414.0,66,1.0,1207,2414.0,-0.45816072908036454
6331,6331,dr. H.F.R. Hubrecht,,1197.0,80.01%,Amsterdam IV,11/07/1901,tussentijds,3634,1525,1496.0,29,1.0,748,1496.0,0.6002673796791443
6332,6332,F.A. van Hall,,299.0,19.99%,Amsterdam IV,11/07/1901,tussentijds,3634,1525,1496.0,29,1.0,748,1496.0,-0.6002673796791443
6333,6333,T.M. Ketelaar,VD,2300.0,42.64%,Amsterdam V,14/06/1901,algemeen,7840,5459,5394.0,65,1.0,2697,5394.0,0.19595847237671488
6334,6334,J. Deen,Lib(VL),1243.0,23.04%,Amsterdam V,14/06/1901,algemeen,7840,5459,5394.0,65,1.0,2697,5394.0,-0.19595847237671488
6335,6335,P.W. Sutorius,Ka(AR),1182.0,21.91%,Amsterdam V,14/06/1901,algemeen,7840,5459,5394.0,65,1.0,2697,5394.0,-0.20726733407489803
6336,6336,H.P.C.W.H.J.B. van Son,CHK,387.0,7.17%,Amsterdam V,14/06/1901,algemeen,7840,5459,5394.0,65,1.0,2697,5394.0,-0.3546533185020393
6337,6337,P.L. Tak,SDAP,282.0,5.23%,Amsterdam V,14/06/1901,algemeen,7840,5459,5394.0,65,1.0,2697,5394.0,-0.37411939191694477
6338,6338,T.M. Ketelaar,VD(SDAP),2939.0,51.16%,Amsterdam V,27/06/1901,herstemming,7840,5788,5745.0,43,1.0,2873,5745.0,0.023150565709312447
6339,6339,J. Deen,Lib(VL/AR/Ka),2806.0,48.84%,Amsterdam V,27/06/1901,herstemming,7840,5788,5745.0,43,1.0,2873,5745.0,-0.023150565709312447
6340,6340,jhr.mr. C.J. den Tex,Lib(VL),1486.0,44.68%,Amsterdam VI,14/06/1901,algemeen,5148,3448,3326.0,122,1.0,1663,3326.0,0.037282020444978956
6341,6341,H.W. van Marle,AR(Ka),1362.0,40.95%,Amsterdam VI,14/06/1901,algemeen,5148,3448,3326.0,122,1.0,1663,3326.0,-0.037282020444978956
6342,6342,mr. C.T. van Deventer,VD,248.0,7.46%,Amsterdam VI,14/06/1901,algemeen,5148,3448,3326.0,122,1.0,1663,3326.0,-0.37221888153938665
6343,6343,mr. P.J. Troelstra,SDAP,230.0,6.92%,Amsterdam VI,14/06/1901,algemeen,5148,3448,3326.0,122,1.0,1663,3326.0,-0.3776307877330126
6344,6344,jhr.mr. C.J. den Tex,Lib(VL/VD),1936.0,55.44%,Amsterdam VI,27/06/1901,herstemming,5148,3542,3492.0,50,1.0,1746,3492.0,0.10882016036655212
6345,6345,H.W. van Marle,AR(Ka/VA),1556.0,44.56%,Amsterdam VI,27/06/1901,herstemming,5148,3542,3492.0,50,1.0,1746,3492.0,-0.10882016036655212
6346,6346,mr. Th. Heemskerk,AR(Ka),1477.0,56.35%,Amsterdam VII,14/06/1901,algemeen,3805,2669,2621.0,48,1.0,1311,2621.0,0.17359786341091188
6347,6347,B.H. Heldt,VD(Lib),1022.0,38.99%,Amsterdam VII,14/06/1901,algemeen,3805,2669,2621.0,48,1.0,1311,2621.0,-0.17359786341091188
6348,6348,H.H. Wollring,SDAP,122.0,4.65%,Amsterdam VII,14/06/1901,algemeen,3805,2669,2621.0,48,1.0,1311,2621.0,-0.5169782525753529
6349,6349,P. Nolting,VD,596.0,31.25%,Amsterdam VIII,14/06/1901,algemeen,2987,1992,1907.0,85,1.0,954,1907.0,0.011536444677503933
6350,6350,dr. A. Kuyper,AR,574.0,30.10%,Amsterdam VIII,14/06/1901,algemeen,2987,1992,1907.0,85,1.0,954,1907.0,-0.011536444677503933
6351,6351,A.J.C.J.S. Bergsma,Lib(VL),334.0,17.51%,Amsterdam VIII,14/06/1901,algemeen,2987,1992,1907.0,85,1.0,954,1907.0,-0.1373885684320923
6352,6352,P.H. van Outersterp,Ka,301.0,15.78%,Amsterdam VIII,14/06/1901,algemeen,2987,1992,1907.0,85,1.0,954,1907.0,-0.1546932354483482
6353,6353,F.U. Schmidt,SDAP,102.0,5.35%,Amsterdam VIII,14/06/1901,algemeen,2987,1992,1907.0,85,1.0,954,1907.0,-0.25904562139486104
6354,6354,P. Nolting,VD(VL/Lib/SDAP),1217.0,53.97%,Amsterdam VIII,27/06/1901,herstemming,2987,2276,2255.0,21,1.0,1128,2255.0,0.07937915742793791
6355,6355,dr. A. Kuyper,AR(Ka/VA),1038.0,46.03%,Amsterdam VIII,27/06/1901,herstemming,2987,2276,2255.0,21,1.0,1128,2255.0,-0.07937915742793791
6356,6356,H. Byleveld,,1532.0,34.07%,Amsterdam IX,14/06/1901,algemeen,7935,4661,4497.0,164,1.0,2249,4497.0,0.054036024016010674
6357,6357,dr. C. Lely,Lib(VL),1289.0,28.66%,Amsterdam IX,14/06/1901,algemeen,7935,4661,4497.0,164,1.0,2249,4497.0,-0.054036024016010674
6358,6358,A.H. Gerhard,SDAP,877.0,19.50%,Amsterdam IX,14/06/1901,algemeen,7935,4661,4497.0,164,1.0,2249,4497.0,-0.14565265732710697
6359,6359,mr. J.A. van Gilse,VD,799.0,17.77%,Amsterdam IX,14/06/1901,algemeen,7935,4661,4497.0,164,1.0,2249,4497.0,-0.16299755392483878
6360,6360,dr. C. Lely,Lib(VL/VD/SDAP),2870.0,58.24%,Amsterdam IX,27/06/1901,herstemming,7935,4991,4928.0,63,1.0,2464,4928.0,0.16477272727272727
6361,6361,H. Byleveld,,2058.0,41.76%,Amsterdam IX,27/06/1901,herstemming,7935,4991,4928.0,63,1.0,2464,4928.0,-0.16477272727272727
6362,6362,W.C.J. Passtoors,Ka(AR/VA),3885.0,50.46%,Beverwijk,14/06/1901,algemeen,8381,7755,7699.0,56,1.0,3850,7699.0,0.0092219768801143
6363,6363,dr. J. van Loenen Martinet,VD(Lib),3814.0,49.54%,Beverwijk,14/06/1901,algemeen,8381,7755,7699.0,56,1.0,3850,7699.0,-0.0092219768801143
6364,6364,N. Sluis Pzn.,,3686.0,50.18%,Enkhuizen,14/06/1901,algemeen,8005,7447,7345.0,102,1.0,3673,7345.0,0.03689584751531654
6365,6365,A. Kool 2,,3415.0,46.49%,Enkhuizen,14/06/1901,algemeen,8005,7447,7345.0,102,1.0,3673,7345.0,-0.03689584751531654
6366,6366,A.H. Gerhard,SDAP,244.0,3.32%,Enkhuizen,14/06/1901,algemeen,8005,7447,7345.0,102,1.0,3673,7345.0,-0.4686181075561607
6367,6367,jhr.mr. F.W. van Styrum,VL(Lib),1778.0,35.21%,Haarlem,14/06/1901,algemeen,7133,5192,5050.0,142,1.0,2525,5050.0,0.05900990099009901
6368,6368,W.A.J. van de Kamp,Ka,1480.0,29.31%,Haarlem,14/06/1901,algemeen,7133,5192,5050.0,142,1.0,2525,5050.0,-0.05900990099009901
6369,6369,F.W.N. Hugenholtz,SDAP,1301.0,25.76%,Haarlem,14/06/1901,algemeen,7133,5192,5050.0,142,1.0,2525,5050.0,-0.09445544554455446
6370,6370,N. Oosterbaan,AR,491.0,9.72%,Haarlem,14/06/1901,algemeen,7133,5192,5050.0,142,1.0,2525,5050.0,-0.25485148514851486
6371,6371,jhr.mr. F.W. van Styrum,VL(Lib/VD),3135.0,63.14%,Haarlem,27/06/1901,herstemming,7133,5003,4965.0,38,1.0,2483,4965.0,0.2628398791540785
6372,6372,W.A.J. van de Kamp,Ka(AR/VA),1830.0,36.86%,Haarlem,27/06/1901,herstemming,7133,5003,4965.0,38,1.0,2483,4965.0,-0.2628398791540785
6373,6373,F.H. van Wichen,Ka,3103.0,46.03%,Haarlemmermeer,14/06/1901,algemeen,8132,6884,6741.0,143,1.0,3371,6741.0,0.14686248331108145
6374,6374,G.B. 't Hooft,AR,2113.0,31.35%,Haarlemmermeer,14/06/1901,algemeen,8132,6884,6741.0,143,1.0,3371,6741.0,-0.14686248331108145
6375,6375,J.H. Wentholt,Lib(VL),1160.0,17.21%,Haarlemmermeer,14/06/1901,algemeen,8132,6884,6741.0,143,1.0,3371,6741.0,-0.2882361667408396
6376,6376,P. Nolting,VD,365.0,5.41%,Haarlemmermeer,14/06/1901,algemeen,8132,6884,6741.0,143,1.0,3371,6741.0,-0.40617119121792017
6377,6377,F.H. van Wichen,Ka,3498.0,50.10%,Haarlemmermeer,27/06/1901,herstemming,8132,7031,6982.0,49,1.0,3491,6982.0,0.002005156115726153
6378,6378,G.B. 't Hooft,AR(VA),3484.0,49.90%,Haarlemmermeer,27/06/1901,herstemming,8132,7031,6982.0,49,1.0,3491,6982.0,-0.002005156115726153
6379,6379,A.P. Staalman,AR,2683.0,51.53%,Den Helder,14/06/1901,algemeen,6816,5251,5207.0,44,1.0,2604,5207.0,0.10466679469944305
6380,6380,C.S. Jaring,Lib(VL),2138.0,41.06%,Den Helder,14/06/1901,algemeen,6816,5251,5207.0,44,1.0,2604,5207.0,-0.10466679469944305
6381,6381,F.W.N. Hugenholtz,SDAP,386.0,7.41%,Den Helder,14/06/1901,algemeen,6816,5251,5207.0,44,1.0,2604,5207.0,-0.4411369310543499
6382,6382,mr. F.J.M.A. Reekers,Ka,1710.0,30.13%,Hilversum,14/06/1901,algemeen,7789,5800,5675.0,125,1.0,2838,5675.0,0.07894273127753304
6383,6383,mr. S. baron van Heemstra 2,,1262.0,22.24%,Hilversum,14/06/1901,algemeen,7789,5800,5675.0,125,1.0,2838,5675.0,-0.07894273127753304
6384,6384,J.J.B. Fanoy,VA,1235.0,21.76%,Hilversum,14/06/1901,algemeen,7789,5800,5675.0,125,1.0,2838,5675.0,-0.08370044052863436
6385,6385,dr. J. van Loenen Martinet,VD(Lib),892.0,15.72%,Hilversum,14/06/1901,algemeen,7789,5800,5675.0,125,1.0,2838,5675.0,-0.1441409691629956
6386,6386,dr. H. Gorter,SDAP,576.0,10.15%,Hilversum,14/06/1901,algemeen,7789,5800,5675.0,125,1.0,2838,5675.0,-0.19982378854625552
6387,6387,mr. S. baron van Heemstra 2,AR(VA),3239.0,58.93%,Hilversum,27/06/1901,herstemming,7789,5603,5496.0,107,1.0,2748,5496.0,0.1786754002911208
6388,6388,mr. F.J.M.A. Reekers,Ka,2257.0,41.07%,Hilversum,27/06/1901,herstemming,7789,5603,5496.0,107,1.0,2748,5496.0,-0.1786754002911208
6389,6389,P.B.J. Ferf,Lib(VL),2580.0,58.94%,Hoorn,14/06/1901,algemeen,6481,4472,4377.0,95,1.0,2189,4377.0,0.32282385195339275
6390,6390,F.J.A.M. Wierdels,Ka(AR),1167.0,26.66%,Hoorn,14/06/1901,algemeen,6481,4472,4377.0,95,1.0,2189,4377.0,-0.32282385195339275
6391,6391,J. de Vries,SDAP,630.0,14.39%,Hoorn,14/06/1901,algemeen,6481,4472,4377.0,95,1.0,2189,4377.0,-0.4455106237148732
6392,6392,K. de Boer,Lib(VL),2203.0,44.59%,Zaandam,14/06/1901,algemeen,7289,5032,4941.0,91,1.0,2471,4941.0,0.1568508399109492
6393,6393,mr. M. Mendels,SDAP,1428.0,28.90%,Zaandam,14/06/1901,algemeen,7289,5032,4941.0,91,1.0,2471,4941.0,-0.1568508399109492
6394,6394,J.H. Feringa,AR,847.0,17.14%,Zaandam,14/06/1901,algemeen,7289,5032,4941.0,91,1.0,2471,4941.0,-0.27443837279902855
6395,6395,F.J.A.M. Wierdels,Ka,463.0,9.37%,Zaandam,14/06/1901,algemeen,7289,5032,4941.0,91,1.0,2471,4941.0,-0.3521554341226472
6396,6396,K. de Boer,Lib(VL/Ka/VA),3025.0,62.18%,Zaandam,27/06/1901,herstemming,7289,4906,4865.0,41,1.0,2433,4865.0,0.24357656731757452
6397,6397,mr. M. Mendels,SDAP(VD),1840.0,37.82%,Zaandam,27/06/1901,herstemming,7289,4906,4865.0,41,1.0,2433,4865.0,-0.24357656731757452
